Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Stage_8101_Desc,aVrB,g关卡_Stage_A.csv,941,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8180_Name,aVwc,g关卡_Stage_A.csv,942,Stage,Name,,超维之旅·间隙Ⅶ,ผจญห้วงมิติ: รอยแยก VII
Stage_8180_Desc,aVwb,g关卡_Stage_A.csv,942,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7980_Name,aVkJ,g关卡_Stage_A.csv,943,Stage,Name,,超维之旅·间隙Ⅷ,ผจญห้วงมิติ: รอยแยก VIII
Stage_7980_Desc,aVkI,g关卡_Stage_A.csv,943,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_8208_Name,aVxI,g关卡_Stage_A.csv,944,Stage,Name,,混沌之域·间隙Ⅰ,ดินแดนโกลาหล: รอยแยก I
Stage_8208_Desc,aVxH,g关卡_Stage_A.csv,944,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8094_Name,aVrh,g关卡_Stage_A.csv,945,Stage,Name,,混沌之域·间隙Ⅱ,ดินแดนโกลาหล: รอยแยก II
Stage_8094_Desc,aVrg,g关卡_Stage_A.csv,945,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7947_Name,aViI,g关卡_Stage_A.csv,946,Stage,Name,,混沌之域·间隙Ⅲ,ดินแดนโกลาหล: รอยแยก III
Stage_7947_Desc,aViH,g关卡_Stage_A.csv,946,Stage,Desc,,「门」即将开启，你从中窥见一部分真理。\n不是黑色，也不是白色——真理是彩色的，也是浑浊的。,"""ประตู"" กำลังจะเปิดออก และเจ้าได้แอบมองเห็นส่วนหนึ่งของสัจธรรม\nมันมิใช่สีดำ มิใช่สีขาว—สัจธรรมนั้นเป็นดั่งสีสันอันหลากหลาย และเป็นดั่งความขุ่นมัวที่ผสมผสานกัน"
Stage_7658_Name,aUBL,g关卡_Stage_A.csv,947,Stage,Name,,混沌之域·间隙Ⅳ,ดินแดนโกลาหล: รอยแยก IV
Stage_7658_Desc,aUBK,g关卡_Stage_A.csv,947,Stage,Desc,,「门」已被开启，幻梦即将清醒。\n嘘……不可注视，不可谛听。,"""ประตู"" ถูกเปิดออกแล้ว ห้วงฝันลวงใกล้ถึงจุดสิ้นสุด\nชู่...อย่าจ้องมอง อย่าเงี่ยหูฟัง"
Stage_8140_Name,aVtM,g关卡_Stage_A.csv,948,Stage,Name,,混沌之域·间隙Ⅴ,ดินแดนโกลาหล: รอยแยก V
Stage_8140_Desc,aVtL,g关卡_Stage_A.csv,948,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8096_Name,aVrn,g关卡_Stage_A.csv,949,Stage,Name,,混沌之域·间隙Ⅵ,ดินแดนโกลาหล: รอยแยก VI
Stage_8096_Desc,aVrm,g关卡_Stage_A.csv,949,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_7882_Name,aVeV,g关卡_Stage_A.csv,950,Stage,Name,,混沌之域·间隙Ⅶ,ดินแดนโกลาหล: รอยแยก VII
Stage_7882_Desc,aVeU,g关卡_Stage_A.csv,950,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_8166_Name,aVvm,g关卡_Stage_A.csv,951,Stage,Name,,混沌之域·间隙Ⅷ,ดินแดนโกลาหล: รอยแยก VIII
Stage_8166_Desc,aVvl,g关卡_Stage_A.csv,951,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
StageGroup_15904_Desc,aRal,g关卡组_StageGroup_A.csv,50,StageGroup,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
StageGroup_15945_Desc,aRdt,g关卡组_StageGroup_A.csv,54,StageGroup,Desc,,它以乖巧的姿态靠在床沿，暗淡的纽扣眼睛望着虚空。\n小小的身躯承受了主人的全部眼泪，却无法出言安慰。,มันเอนตัวพิงขอบเตียงด้วยท่าทางอ่อนโยน ดวงตากระดุมหมองมัวจ้องมองความว่างเปล่า\nร่างเล็กๆ ของมันรองรับน้ำตาทั้งหมดของเจ้าของไว้ แต่กลับไม่สามารถเอ่ยคำปลอบโยนออกมาได้เลย
StageGroup_15945_StageGroupRewardDescription,aRdv,g关卡组_StageGroup_A.csv,54,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_15892_Name,aQZq,g关卡组_StageGroup_A.csv,55,StageGroup,Name,,蜡像之秘,ความลับของหุ่นขี้ผึ้ง
StageGroup_15892_Desc,aQZp,g关卡组_StageGroup_A.csv,55,StageGroup,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
StageGroup_15892_TypeText,aQZs,g关卡组_StageGroup_A.csv,55,StageGroup,TypeText,,蜡像之秘,ความลับของหุ่นขี้ผึ้ง
StageGroup_15892_StageGroupRewardDescription,aQZr,g关卡组_StageGroup_A.csv,55,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_15878_Name,aQYm,g关卡组_StageGroup_A.csv,56,StageGroup,Name,,漆黑之链,พันธนาอนธการ
StageGroup_15878_Desc,aQYl,g关卡组_StageGroup_A.csv,56,StageGroup,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
StageGroup_15878_TypeText,aQYo,g关卡组_StageGroup_A.csv,56,StageGroup,TypeText,,漆黑之链,พันธนาอนธการ
StageGroup_15878_StageGroupRewardDescription,aQYn,g关卡组_StageGroup_A.csv,56,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_15909_Name,aRaG,g关卡组_StageGroup_A.csv,57,StageGroup,Name,,界外之影,เงาทมิฬจากแดนไกล
StageGroup_15909_Desc,aRaF,g关卡组_StageGroup_A.csv,57,StageGroup,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
StageGroup_15909_TypeText,aRaI,g关卡组_StageGroup_A.csv,57,StageGroup,TypeText,,界外之影,เงาทมิฬจากแดนไกล
StageGroup_15909_StageGroupRewardDescription,aRaH,g关卡组_StageGroup_A.csv,57,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_15897_Name,aQZK,g关卡组_StageGroup_A.csv,58,StageGroup,Name,,虔诚之握,อ้อมกอดแห่งศรัทธา
StageGroup_15897_Desc,aQZJ,g关卡组_StageGroup_A.csv,58,StageGroup,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。\n她的祈祷永无止息，她的呼告永不停歇。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ\nคำสวดภาวนาของนางจะไม่มีวันสิ้นสุด คำวิงวอนของนางจะไม่มีวันหยุดยั้ง
StageGroup_15897_TypeText,aQZM,g关卡组_StageGroup_A.csv,58,StageGroup,TypeText,,虔诚之握,อ้อมกอดแห่งศรัทธา
StageGroup_15897_StageGroupRewardDescription,aQZL,g关卡组_StageGroup_A.csv,58,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_15928_Name,aRce,g关卡组_StageGroup_A.csv,59,StageGroup,Name,,圣胎之咏,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์
StageGroup_15928_Desc,aRcd,g关卡组_StageGroup_A.csv,59,StageGroup,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
StageGroup_15928_TypeText,aRcg,g关卡组_StageGroup_A.csv,59,StageGroup,TypeText,,圣胎之咏,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์
StageGroup_15928_StageGroupRewardDescription,aRcf,g关卡组_StageGroup_A.csv,59,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_49169_Name,aRmK,g关卡组_StageGroup_A.csv,60,StageGroup,Name,,沙海遗存,มรดกในทะเลทราย
StageGroup_49169_Desc,aRmJ,g关卡组_StageGroup_A.csv,60,StageGroup,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
StageGroup_49169_TypeText,aRmM,g关卡组_StageGroup_A.csv,60,StageGroup,TypeText,,沙海遗存,มรดกในทะเลทราย
StageGroup_49169_StageGroupRewardDescription,aRmL,g关卡组_StageGroup_A.csv,60,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_58901_Name,aRBC,g关卡组_StageGroup_A.csv,61,StageGroup,Name,,黑池之潮,กระแสน้ำในสระดำ
StageGroup_58901_Desc,aRBB,g关卡组_StageGroup_A.csv,61,StageGroup,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
StageGroup_58901_TypeText,aRBE,g关卡组_StageGroup_A.csv,61,StageGroup,TypeText,,黑池之潮,กระแสน้ำในสระดำ
StageGroup_58901_StageGroupRewardDescription,aRBD,g关卡组_StageGroup_A.csv,61,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
StageGroup_15873_Name,aQXS,g关卡组_StageGroup_A.csv,63,StageGroup,Name,,怪雾之都,นครหมอกลี้ลับ
StageGroup_15873_Desc,aQXR,g关卡组_StageGroup_A.csv,63,StageGroup,Desc,,伦蒂尼恩以灿烂的工业文明，以及笼罩市区的铅灰色浓雾闻名。\n雾气无处不在，对路人来说是更像是一种偶然、无意义的不便。,ลอนดิเนียมมีชื่อเสียงในด้านอุตสาหกรรมอันรุ่งโรจน์และหมอกหนาทึบสีเทาตะกั่วที่ปกคลุมทั่วเมือง\nหมอกนั้นปกคลุมทั่วทุกหนทุกแห่ง สำหรับผู้คนบนท้องถนนแล้ว มันเป็นเพียงความไม่สะดวกที่เกิดขึ้นโดยบังเอิญและไร้ความหมายเท่านั้น
StageGroup_15873_TypeText,aQXU,g关卡组_StageGroup_A.csv,63,StageGroup,TypeText,,怪雾之都,นครหมอกลี้ลับ
StageGroup_15873_StageGroupRewardDescription,aQXT,g关卡组_StageGroup_A.csv,63,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_15958_Name,aReu,g关卡组_StageGroup_A.csv,64,StageGroup,Name,,狂躁蜡馆,พิพิธภัณฑ์หุ่นขี้ผึ้งวิปลาส
StageGroup_15958_Desc,aRet,g关卡组_StageGroup_A.csv,64,StageGroup,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,พิพิธภัณฑ์หุ่นขี้ผึ้งโรเจอร์สตั้งอยู่ที่ส่วนลึกสุดของถนนเซาท์วาร์ก ใกล้กับลำน้ำสาขาของแม่น้ำเทมส์\nแม้จะดูไม่สะดุดตา แต่กลับมีผู้ที่ชื่นชอบศิลปะล้ำยุคจำนวนนับไม่ถ้วนเดินทางมาเยือนตามคำเลื่องลือ
StageGroup_15958_TypeText,aRew,g关卡组_StageGroup_A.csv,64,StageGroup,TypeText,,狂躁蜡馆,พิพิธภัณฑ์หุ่นขี้ผึ้งวิปลาส
StageGroup_15958_StageGroupRewardDescription,aRev,g关卡组_StageGroup_A.csv,64,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_15942_Name,aRdi,g关卡组_StageGroup_A.csv,65,StageGroup,Name,,错乱异镇,เมืองวิกล
StageGroup_15942_Desc,aRdh,g关卡组_StageGroup_A.csv,65,StageGroup,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,เมืองไรซ์เป็นเมืองเล็กๆ ที่ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือของลอนดิเนียม ซ่อนตัวอยู่ในแนวเทือกเขาที่ทอดยาว\nชาวบ้านพากันนิ่งเงียบ พลางส่งสายตาเฝ้ามองจากทุกหนแห่ง... จงระวังให้ดี เพราะทุกสิ่งทุกอย่างที่นี่ล้วนมีแต่ความผิดแผก
StageGroup_15942_TypeText,aRdk,g关卡组_StageGroup_A.csv,65,StageGroup,TypeText,,错乱异镇,เมืองวิกล
StageGroup_15942_StageGroupRewardDescription,aRdj,g关卡组_StageGroup_A.csv,65,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_15924_Name,aRbO,g关卡组_StageGroup_A.csv,66,StageGroup,Name,,失序山脉,เทือกเขาไร้ระเบียบ
StageGroup_15924_Desc,aRbN,g关卡组_StageGroup_A.csv,66,StageGroup,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,เอลเวิร์ธตั้งอยู่ ณ ขั้วโลกของคาดัธ ถูกปกคลุมด้วยหิมะและน้ำแข็งที่ไม่เคยละลายตลอดปี\nภายใต้เปลือกน้ำแข็งที่หนาทึบและแข็งกระด้างนั้น มีการเต้นของชีวิตที่แผ่วเบาซ่อนเร้นอยู่
StageGroup_15924_TypeText,aRbQ,g关卡组_StageGroup_A.csv,66,StageGroup,TypeText,,失序山脉,เทือกเขาไร้ระเบียบ
StageGroup_15924_StageGroupRewardDescription,aRbP,g关卡组_StageGroup_A.csv,66,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_15908_Name,aRaC,g关卡组_StageGroup_A.csv,67,StageGroup,Name,,暗海之舟,นาวาเหนือคลื่นทมิฬ
StageGroup_15908_Desc,aRaB,g关卡组_StageGroup_A.csv,67,StageGroup,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,เรือโซนาไนล์เคยใช้ลอนดิเนียมเป็นเมืองท่าหลัก ถูกกลืนหายด้วยคลื่นกระแสเรือที่สัญจรไปมาอย่างไม่ขาดสาย\nกระทั่งเมื่อพายุโหมกระหน่ำ มันก็ได้เลือนลับไปจากสายตาของโลกมนุษย์โดยสิ้นเชิง ทิ้งไว้เพียงเศษเสี้ยวถ้อยคำของตำนานที่ถูกเล่าขาน
StageGroup_15908_TypeText,aRaE,g关卡组_StageGroup_A.csv,67,StageGroup,TypeText,,暗海之舟,นาวาเหนือคลื่นทมิฬ
StageGroup_15908_StageGroupRewardDescription,aRaD,g关卡组_StageGroup_A.csv,67,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_15932_Name,aRcu,g关卡组_StageGroup_A.csv,68,StageGroup,Name,,风暴外海,ทะเลนอกเขตมรสุม
StageGroup_15932_Desc,aRct,g关卡组_StageGroup_A.csv,68,StageGroup,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,ทะเลทางตอนเหนือของอาณาจักรเลโอมีฤดูร้อนที่อบอุ่นและสงบเงียบ\nฤดูหนาวก็ดูงดงามและสงบเสงี่ยม แต่ภายใต้เมฆหมอกที่สงบงามนั้น มักซ่อนพายุร้ายที่พร้อมคร่าชีวิตอยู่เสมอ
StageGroup_15932_TypeText,aRcw,g关卡组_StageGroup_A.csv,68,StageGroup,TypeText,,风暴外海,ทะเลนอกเขตมรสุม
StageGroup_15932_StageGroupRewardDescription,aRcv,g关卡组_StageGroup_A.csv,68,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_49168_Name,aRmG,g关卡组_StageGroup_A.csv,69,StageGroup,Name,,荒沙之壁,กำแพงทรายรกร้าง
StageGroup_49168_Desc,aRmF,g关卡组_StageGroup_A.csv,69,StageGroup,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,ในปี A.F. 225 กำแพงพายุได้ถือกำเนิดขึ้นในทะเลทรายเล็มวาห์ชี ก่อตัวเป็นปราการธรรมชาติที่โอบล้อมต้นกำเนิดของแม่น้ำศักดิ์สิทธิ์เอาไว้
StageGroup_49168_TypeText,aRmI,g关卡组_StageGroup_A.csv,69,StageGroup,TypeText,,荒沙之壁,กำแพงทรายรกร้าง
StageGroup_49168_StageGroupRewardDescription,aRmH,g关卡组_StageGroup_A.csv,69,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_58897_Name,aRBm,g关卡组_StageGroup_A.csv,70,StageGroup,Name,,原初裂隙,รอยแยกปฐมภูมิ
StageGroup_58897_Desc,aRBl,g关卡组_StageGroup_A.csv,70,StageGroup,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,ใต้ดินของมิธธาก ซ่อนเร้นซึ่งหายนะแรกเริ่มและหายนะสุดท้ายของโลกใบนี้เอาไว้
StageGroup_58897_TypeText,aRBo,g关卡组_StageGroup_A.csv,70,StageGroup,TypeText,,原初裂隙,รอยแยกปฐมภูมิ
StageGroup_58897_StageGroupRewardDescription,aRBn,g关卡组_StageGroup_A.csv,70,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black: พันธสัญญา>
StageGroup_15916_Name,aRbi,g关卡组_StageGroup_A.csv,73,StageGroup,Name,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15916_Desc,aRbh,g关卡组_StageGroup_A.csv,73,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_15916_TypeText,aRbk,g关卡组_StageGroup_A.csv,73,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15959_Name,aRey,g关卡组_StageGroup_A.csv,74,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15959_Desc,aRex,g关卡组_StageGroup_A.csv,74,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15959_TypeText,aReA,g关卡组_StageGroup_A.csv,74,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15884_Name,aQYK,g关卡组_StageGroup_A.csv,75,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_15884_Desc,aQYJ,g关卡组_StageGroup_A.csv,75,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15884_TypeText,aQYM,g关卡组_StageGroup_A.csv,75,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
StageGroup_15874_Name,aQXW,g关卡组_StageGroup_A.csv,76,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
