StageGroup_15940_Desc,aRcZ,g关卡组_StageGroup_A.csv,42,StageGroup,Desc,,成为天才药理师的第一步。,天才薬師へ至る道の第一歩。,
StageGroup_15940_Name,aRda,g关卡组_StageGroup_A.csv,42,StageGroup,Name,,制剂淬炼,薬剤収集,
StageGroup_15940_StageGroupRewardDescription,aRdb,g关卡组_StageGroup_A.csv,42,StageGroup,StageGroupRewardDescription,,<Black:灵知制剂>,<Black:霊知の薬剤>,
StageGroup_15940_TypeText,aRdc,g关卡组_StageGroup_A.csv,42,StageGroup,TypeText,,制剂淬炼,薬剤収集,
StageGroup_15951_Desc,aRdR,g关卡组_StageGroup_A.csv,43,StageGroup,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,秘密に関わろうと関わるまいと、人生は常に薔薇金券と共にある。\n人を拒む融触の廃墟には価値ある宝物が残されているかもしれない。,
StageGroup_15951_Name,aRdS,g关卡组_StageGroup_A.csv,43,StageGroup,Name,,金券搜查,金券捜索,
StageGroup_15951_StageGroupRewardDescription,aRdT,g关卡组_StageGroup_A.csv,43,StageGroup,StageGroupRewardDescription,,<Black:蔷薇金券>,<Black:薔薇金券>,
StageGroup_15951_TypeText,aRdU,g关卡组_StageGroup_A.csv,43,StageGroup,TypeText,,金券搜查,金券捜索,
StageGroup_15936_Desc,aRcJ,g关卡组_StageGroup_A.csv,44,StageGroup,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,星々が生まれる遥か前から、それらはここに存在した。\n混沌とは「無」であり、同時に「全」でもある。,
StageGroup_15936_Name,aRcK,g关卡组_StageGroup_A.csv,44,StageGroup,Name,,浑浊残像,混濁の残像,
StageGroup_15936_StageGroupRewardDescription,aRcL,g关卡组_StageGroup_A.csv,44,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:昇格素材>,
StageGroup_15936_TypeText,aRcM,g关卡组_StageGroup_A.csv,44,StageGroup,TypeText,,浑浊残像,混濁の残像,
StageGroup_15915_Desc,aRbd,g关卡组_StageGroup_A.csv,45,StageGroup,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,それらは海の秘密を無言で守る。その魂は宇宙のように深い。,
StageGroup_15915_Name,aRbe,g关卡组_StageGroup_A.csv,45,StageGroup,Name,,海渊残像,海底の残像,
StageGroup_15915_StageGroupRewardDescription,aRbf,g关卡组_StageGroup_A.csv,45,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:昇格素材>,
StageGroup_15915_TypeText,aRbg,g关卡组_StageGroup_A.csv,45,StageGroup,TypeText,,海渊残像,海底の残像,
StageGroup_15887_Desc,aQYV,g关卡组_StageGroup_A.csv,46,StageGroup,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,血と肉で築かれた現実を捧げよ。それは飽くなき深淵となる。,
StageGroup_15887_Name,aQYW,g关卡组_StageGroup_A.csv,46,StageGroup,Name,,器质残像,血肉の残像,
StageGroup_15887_StageGroupRewardDescription,aQYX,g关卡组_StageGroup_A.csv,46,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:昇格素材>,
StageGroup_15887_TypeText,aQYY,g关卡组_StageGroup_A.csv,46,StageGroup,TypeText,,器质残像,血肉の残像,
StageGroup_15872_Desc,aQXN,g关卡组_StageGroup_A.csv,47,StageGroup,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,それは捉えどころのない魔術師のように、時空の狭間を漂い続ける。\n憎しみも、恐怖も、慈悲もーー何ひとつ持たずに。,
StageGroup_15872_Name,aQXO,g关卡组_StageGroup_A.csv,47,StageGroup,Name,,维度残像,次元の残像,
StageGroup_15872_StageGroupRewardDescription,aQXP,g关卡组_StageGroup_A.csv,47,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:昇格素材>,
StageGroup_15872_TypeText,aQXQ,g关卡组_StageGroup_A.csv,47,StageGroup,TypeText,,维度残像,次元の残像,
StageGroup_15904_Desc,aRal,g关卡组_StageGroup_A.csv,48,StageGroup,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,粗雑で未消化の物質の山。人々はそれを排泄物、または混沌と呼ぶ。\n世界は排泄物の中から生まれたのだ。,
StageGroup_15904_Name,aRam,g关卡组_StageGroup_A.csv,48,StageGroup,Name,,混沌集群,混沌地帯,
StageGroup_15904_StageGroupRewardDescription,aRan,g关卡组_StageGroup_A.csv,48,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:スキル素材>,
StageGroup_15904_TypeText,aRao,g关卡组_StageGroup_A.csv,48,StageGroup,TypeText,,混沌集群,混沌地帯,
StageGroup_15891_Desc,aQZl,g关卡组_StageGroup_A.csv,49,StageGroup,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,ここには、古代の郡市の廃墟が眠っている。\nそれは、その主と同様に深い眠りに包まれている。,
StageGroup_15891_Name,aQZm,g关卡组_StageGroup_A.csv,49,StageGroup,Name,,波纳佩之墟,ポナペの廃墟,
StageGroup_15891_StageGroupRewardDescription,aQZn,g关卡组_StageGroup_A.csv,49,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:スキル素材>,
StageGroup_15891_TypeText,aQZo,g关卡组_StageGroup_A.csv,49,StageGroup,TypeText,,波纳佩之墟,ポナペの廃墟,
StageGroup_15893_Desc,aQZt,g关卡组_StageGroup_A.csv,50,StageGroup,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,彼の王国は宇宙の骸、彼の欲望は果てしなく広がる。,
StageGroup_15893_Name,aQZu,g关卡组_StageGroup_A.csv,50,StageGroup,Name,,蠕虫之所,蠕虫の棲家,
StageGroup_15893_StageGroupRewardDescription,aQZv,g关卡组_StageGroup_A.csv,50,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:スキル素材>,
StageGroup_15893_TypeText,aQZw,g关卡组_StageGroup_A.csv,50,StageGroup,TypeText,,蠕虫之所,蠕虫の棲家,
StageGroup_15903_Desc,aRah,g关卡组_StageGroup_A.csv,51,StageGroup,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,宇宙の深淵に潜む、歪んだ視界。\nそれは暗闇から、別の暗闇へとあなたを導く。,
StageGroup_15903_Name,aRai,g关卡组_StageGroup_A.csv,51,StageGroup,Name,,史瓦西喉,時空のくびれ,
StageGroup_15903_StageGroupRewardDescription,aRaj,g关卡组_StageGroup_A.csv,51,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:スキル素材>,
StageGroup_15903_TypeText,aRak,g关卡组_StageGroup_A.csv,51,StageGroup,TypeText,,史瓦西喉,時空のくびれ,

