普通开场,拉蒙娜,Ramona,PVPOpeningVoice_100050_AwakerVoiceContent,我将以推演辨明前路。,推論から進むべき道を見定めましょう。
错误,珈伦,Karen,PVPOpeningVoice_100074_AwakerVoiceContent,啊，忘记放盐了吗？,あっ、塩を入れ忘れたかな？
死亡,珈伦,Karen,PVPOpeningVoice_99995_AwakerVoiceContent,哎呀……搞砸了……,あちゃー……やっちゃった……
普通开场,艾尔瓦,Alva,PVPOpeningVoice_100057_AwakerVoiceContent,艾尔瓦准备完成，随时出战。,準備完了、いつでも出撃可能だ。
角色关系对话2-尤乌哈希,艾尔瓦,Alva,PVPOpeningVoice_100073_AwakerVoiceContent,竟然把一个战士变成了这样的存在，这是对军人的亵渎。,一人の戦士をこのような存在に変えてしまうとは、軍人に対する冒涜だ。
,尤乌哈希,Uvhash,PVPOpeningVoice_99999_AwakerVoiceContent,无所谓，他们早就死光了。,どうでもいい。奴らはとっくに死に絶えている。
角色关系对话4-温柯尔,温柯尔,Winkle,PVPOpeningVoice_100055_AwakerVoiceContent,如果我为你研究一款自动化义肢的话，能不能请你晚上帮我看守我的光源装置……,君のために自動義肢を開発するから、その代わりに夜、私の光源装置を見張ってくれないかな……？
,艾尔瓦,Alva,PVPOpeningVoice_99959_AwakerVoiceContent,虽然不明白这个请求的意义，不过我很乐意帮你的忙。,依頼の意味がよく分かりませんが、喜んで手伝いましょう。
思考,艾尔瓦,Alva,PVPOpeningVoice_99828_AwakerVoiceContent,针对战况，要随时调整战术布局。,戦況に応じて、陣形を整えよう。
催促,艾尔瓦,Alva,PVPOpeningVoice_100035_AwakerVoiceContent,抓紧时机，战场不等人。,好機を逃すな。戦場は待ってくれないぞ。
必杀,艾尔瓦,Alva,PVPOpeningVoice_100113_AwakerVoiceContent,一击制敌！,一撃で仕留める！
错误,艾尔瓦,Alva,PVPOpeningVoice_100019_AwakerVoiceContent,看来这次的战术未能奏效。,どうやら、今回の戦術はうまくいかなかったようだな。
死亡,艾尔瓦,Alva,PVPOpeningVoice_100197_AwakerVoiceContent,失败，是战争的常事……,失敗か、戦争ではよくあることだ……
普通开场,莱克,Ryker,PVPOpeningVoice_99785_AwakerVoiceContent,名侦探的出场费，可是很贵的哦。,名探偵の出演料は、高くつくからね。
角色关系对话1-索蕾尔,莱克,Ryker,PVPOpeningVoice_99771_AwakerVoiceContent,这位尊贵的夫人，以您的财富，想必不介意和我小小地赌一场吧？,そこの高貴なご夫人、あなたほど裕福な方なら、私とささやかな賭け事で勝負をするのもやぶさかではないでしょう？
,索蕾尔,Sorel,PVPOpeningVoice_100103_AwakerVoiceContent,话虽如此，不过我不太喜欢油嘴滑舌的人呢。,そうね、でも口のお上手な方はどうにも信用できなくて。
角色关系对话2-希莱斯特,莱克,Ryker,PVPOpeningVoice_100215_AwakerVoiceContent,虽然对自己的运气很自信，不过如果能许愿的话，当然希望好运越多越好啦。,自分の運には自信があるけれど、願いが叶うなら、もちろん幸運は多ければ多いほどいいよね。
,希莱斯特,Celeste,PVPOpeningVoice_99753_AwakerVoiceContent,好模糊的愿望，不过，我会尽力为你祈祷的。,ずいぶん漠然とした願いだけど、あなたのために精一杯祈るわ。
角色关系对话3-凯刻斯,凯刻斯,Caecus,PVPOpeningVoice_100188_AwakerVoiceContent,好运么……真是个令人嫉妒的天赋。,幸運か……本当に羨ましい才能だな。
,莱克,Ryker,PVPOpeningVoice_99761_AwakerVoiceContent,哎，其实这样的人生，有时候也会略感无聊啦……,まあでも、こういう人生って時々ちょっと退屈に感じることもあるんだよね。
角色关系对话4-达芙黛尔,达芙黛尔,Daffodil,PVPOpeningVoice_99808_AwakerVoiceContent,如果好运也能作为商品，想必会很受欢迎吧……别担心，我不是那种会交易人灵魂的魔鬼。,もし幸運も商品にできたなら、きっととても人気が出るでしょうね……ご心配なく、私は人の魂を取引するような悪魔ではありませんから。
,莱克,Ryker,PVPOpeningVoice_99835_AwakerVoiceContent,您就是想买，我也不卖呀！,買いたいと言われても、売ったりはしないよ！
思考,莱克,Ryker,PVPOpeningVoice_100027_AwakerVoiceContent,蛛丝马迹，就藏在细节之中。,解決の糸口は、物事の細かい部分に隠されているんだ。
催促,莱克,Ryker,PVPOpeningVoice_100130_AwakerVoiceContent,快点快点，好手感稍纵即逝呀！,早く早く、せっかくのチャンスを逃してしまうぞ！
必杀,莱克,Ryker,PVPOpeningVoice_99905_AwakerVoiceContent,就是现在，筹码全押！,今だ、オールイン！
错误,莱克,Ryker,PVPOpeningVoice_100198_AwakerVoiceContent,唉呀唉呀！有种不好的预感！,うわっ、嫌な予感がする！
死亡,莱克,Ryker,PVPOpeningVoice_100100_AwakerVoiceContent,运气……用完了吗……,運も……尽きた、か……
普通开场,潘狄娅,Pandia,PVPOpeningVoice_99745_AwakerVoiceContent,哎呀，又有新的调教机会了吗？,あら、またお仕置きしがいのある子が来たのね？
角色关系对话1-旺达,旺达,Wanda,PVPOpeningVoice_99796_AwakerVoiceContent,那样不入流的鞭打，是在给人挠痒痒吗？,ずいぶん生ぬるい鞭打ちだね。ただくすぐっているだけじゃないか。
,潘狄娅,Pandia,PVPOpeningVoice_100193_AwakerVoiceContent,噫，实在是太冷酷、太残暴了，一点都不甜蜜！,うっ、あんたのやり方は冷酷で残忍すぎるわ！ちっとも甘くない！
角色关系对话3-雷娅,雷娅,Leigh,PVPOpeningVoice_100166_AwakerVoiceContent,啊，是潘狄娅大人！大人是来赐予我甜蜜的痛苦的吗？！,ああ、パンディア様！私に甘美な痛みを与えにきてくださったのですね！？
,潘狄娅,Pandia,PVPOpeningVoice_99830_AwakerVoiceContent,走开！走开！我最讨厌你这样纠缠不休的家伙了！,離れて！あっちへ行って！あんたみたいなしつこい奴が一番嫌いなのよ！
角色关系对话4-艾瑞卡,潘狄娅,Pandia,PVPOpeningVoice_100094_AwakerVoiceContent,机械人也会感到疼痛吗？也会臣服于我的皮鞭之下吗？,機械も痛みを感じるの？私の鞭の前にひれ伏したりするのかしら？
,艾瑞卡,Erica,PVPOpeningVoice_99853_AwakerVoiceContent,回答您的问题：不会，本机体已装配先进的防御系统，并可以与攻击系统无缝切换。,ご質問にお答えします：いいえ。当機は先進防衛システムを搭載しており、攻撃システムへのシームレスな切り替えが可能です。
思考,潘狄娅,Pandia,PVPOpeningVoice_100085_AwakerVoiceContent,让我想想，下一步该怎么调教好呢？,さて、と……次はどうやってお仕置きしようかしら？
催促,潘狄娅,Pandia,PVPOpeningVoice_100038_AwakerVoiceContent,不要让人家等那么久嘛，被放置的感觉真是很寂寞呢。,あんまり待たせないで～。放っておかれるのって、本当に寂しいんだから。
必杀,潘狄娅,Pandia,PVPOpeningVoice_99861_AwakerVoiceContent,迎接最欢愉的疼痛！,最高の痛みを受け入れて！
错误,潘狄娅,Pandia,PVPOpeningVoice_99833_AwakerVoiceContent,人家的鞭子被缠住了啦。,鞭が絡まっちゃったわ。
死亡,潘狄娅,Pandia,PVPOpeningVoice_100092_AwakerVoiceContent,真是……粗鲁的人……,もう……乱暴な人ね……
普通开场,哈姆林,Hameln,PVPOpeningVoice_99929_AwakerVoiceContent,哈姆林，为您献上我的演奏。,ハムリンです。私の演奏をあなたに捧げます。
角色关系对话1-汀克特,哈姆林,Hameln,PVPOpeningVoice_99848_AwakerVoiceContent,你的歌喉有着任何乐器都无法比拟的音色，十分完美。,あなたの歌声は、どんな楽器にも引けをとらない音色で、本当に完璧ですね。
,汀克特,Tinct,PVPOpeningVoice_99859_AwakerVoiceContent,能得到您的赞美，我很荣幸，期待我们日后有合作的机会。,お褒めいただき、光栄です。いつかご一緒できる日を楽しみにしています。
角色关系对话2-莉兹,莉兹,Liz,PVPOpeningVoice_100037_AwakerVoiceContent,好优雅的乐声，如果在跳舞时能有这样的伴奏……,なんて優雅な音色かしら。もしこの音に合わせて踊ることができたなら……
,哈姆林,Hameln,PVPOpeningVoice_100107_AwakerVoiceContent,乐意效劳，阁下的舞姿也足以与我的演奏相配。,喜んでお手伝いしましょう。あなたの舞は、わたくしの演奏に相応しい美しさを持っています。
角色关系对话3-克莱门汀,哈姆林,Hameln,PVPOpeningVoice_99886_AwakerVoiceContent,克莱门汀小姐表面看着无害，实际上与于丽埃特之流是同一类人。,クレメンタイン嬢は一見無害そうに見えますが、実のところジュリエットのような連中と同じ類の人間です。
,克莱门汀,Clementine,PVPOpeningVoice_99963_AwakerVoiceContent,哈姆林先生在演奏之外，原来也对剖析他人这么感兴趣？,ハムリンさんは演奏だけでなく、他人を分析することにも興味があったのですね？
角色关系对话4-奥尔拉,奥尔拉,Horla,PVPOpeningVoice_100004_AwakerVoiceContent,每次听到哈姆林先生的演奏，我都能涌出许许多多的灵感，或许音乐正是在灵魂维度的共振吧。,ハムリンさんの音楽を聴くたびに、たくさんのインスピレーションが湧いてきます。音楽とは、きっと魂の次元での共鳴なのでしょうね。
,哈姆林,Hameln,PVPOpeningVoice_99765_AwakerVoiceContent,艺术是相通的，我亦能从奥尔拉小姐的诗文中联想到优美的乐章。,芸術は通じ合うものです。私もオルラさんの詩から、美しい音楽の旋律を思い描くことができます。
思考,哈姆林,Hameln,PVPOpeningVoice_99847_AwakerVoiceContent,完美的演奏需要最精密的编排。,完璧な演奏には、最も緻密な構成が欠かせません。
催促,哈姆林,Hameln,PVPOpeningVoice_99962_AwakerVoiceContent,快些合入乐曲，不要耽误了演出的节奏。,早く曲に合わせなさい。演奏のリズムを乱してはいけません。
必杀,哈姆林,Hameln,PVPOpeningVoice_100169_AwakerVoiceContent,聆听这乐曲的高潮！,これが、この曲のクライマックスだ！
错误,哈姆林,Hameln,PVPOpeningVoice_99811_AwakerVoiceContent,慢了，小号进慢了！,遅い！トランペット、入りが遅れているぞ！
死亡,哈姆林,Hameln,PVPOpeningVoice_99786_AwakerVoiceContent,音符……乱了……,音が……乱れていく……
普通开场,塔薇,Tawil,PVPOpeningVoice_100187_AwakerVoiceContent,我已回应你的呼唤。,我はそなたの呼びかけに応えた。
角色关系对话3-泰旖丝,塔薇,Tawil,PVPOpeningVoice_100213_AwakerVoiceContent,果然无论见过多少次，都无法认同繁育的理念。,やはり、幾度見ようとも、繁殖の理念は理解できぬ。
,泰旖丝,Thais,PVPOpeningVoice_100025_AwakerVoiceContent,我每次看到你那无欲无求的脸，也都感到十分无趣呢。,あなたの、その欲も執着もない顔を見るたびに、本当に退屈だと感じるわ。
角色关系对话4-萨尔瓦多,塔薇,Tawil,PVPOpeningVoice_100033_AwakerVoiceContent,仅仅拥有奉献的精神，也并不能扭转命运的结局，那是无用功。,献身の精神のみでは、運命の結末を覆すことはできぬ。それは無駄な努力にすぎぬ。
,萨尔瓦多,Salvador,PVPOpeningVoice_100171_AwakerVoiceContent,若蒙父垂怜的侍奉者注定要走上荆棘之路，那就至少让我为众生流血到最后一刻吧。,父なる神の慈悲を受け、茨の道を歩む宿命ならば、せめて最期の瞬間まで衆生のために血を流しましょう。
思考,塔薇,Tawil,PVPOpeningVoice_99981_AwakerVoiceContent,如何选择，将决定命运的走向。,そなたの選択が、運命の行く末を決める。
催促,塔薇,Tawil,PVPOpeningVoice_99791_AwakerVoiceContent,犹豫与纠结，都无法改变最终的结局。,迷いも葛藤も、結末を変えることはできぬ。
必杀,塔薇,Tawil,PVPOpeningVoice_99926_AwakerVoiceContent,请见证，这真实之景——,見届けよ、この真実の光景を——
错误,塔薇,Tawil,PVPOpeningVoice_99766_AwakerVoiceContent,走向了错误的结局……,誤った結末へと至ったか……
死亡,塔薇,Tawil,PVPOpeningVoice_100048_AwakerVoiceContent,早已预见的结局……,とうに予見されていた結末だ……
普通开场,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_100059_AwakerVoiceContent,狩猎开始，尽情燃烧吧。,狩りの始まりだ、存分に燃え上がれ！
角色关系对话1-泰旖丝,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_99893_AwakerVoiceContent,这次你会有多少子嗣燃烧殆尽呢？放心，我会尽量控制住，给你留一些孤苗。,今回はお前の子孫がどれだけ燃え尽きるんだろうな？安心しろ。手加減はするさ。少しくらいは苗木を残しておいてやるよ。
,泰旖丝,Thais,PVPOpeningVoice_100133_AwakerVoiceContent,呵呵，那就要看你打算熄灭多少家人了。,ふふ、私があなたの「家族」をどれほど消すことになるのか、見ものね。
角色关系对话2-拉蒙娜,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_99856_AwakerVoiceContent,小家伙的搭档？来让我看看你是否有这个资格吧。,小僧の相棒か？なら、お前にその資格があるか、確かめてやろう。
,拉蒙娜,Ramona,PVPOpeningVoice_100088_AwakerVoiceContent,不劳您费心，我自会保护守密人直到最后一秒。,心配無用よ。私は最後まで守秘者を守り抜くわ。
角色关系对话4-图鲁,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_100106_AwakerVoiceContent,我本来以为我会跟你相处不来，没想到「水」「火」居然意外的相容。,お前とは気が合わないと思っていたが、まさか「火」と「水」で、こうもうまくやれるとはな。
,图鲁,Tulu,PVPOpeningVoice_99996_AwakerVoiceContent,无聊……既然不喜，就不要来打扰余休息……,くだらぬ……気に入らぬなら、余の眠りを妨げるでない……
思考,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_99931_AwakerVoiceContent,成功的作战离不开周密的计划。,作戦を成功させるには、綿密な計画が必要だな。
催促,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_99912_AwakerVoiceContent,过度的谨慎反而会延误战机，大胆去做吧。,過度な慎重さは、かえって好機を逃すことになるぜ。大胆にやれ。
必杀,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_99768_AwakerVoiceContent,聆听吧！世界融化的哀嚎！,聞け！炎に溶ける世界の悲鳴を！
错误,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_99985_AwakerVoiceContent,计划出现偏差了，思考如何补救吧。,計画が狂ったか。どう立て直すか考えるんだ。
死亡,凯蒂古拉,Kathigu-Ra,PVPOpeningVoice_100068_AwakerVoiceContent,火焰……熄灭了么……,炎が……消えちまったのか……？
普通开场,奥瑞塔,Aurita,PVPOpeningVoice_100099_AwakerVoiceContent,伙伴伙伴，好多的伙伴！一起来玩吧！,仲間仲間、仲間がたくさん！一緒に遊ぼう！
角色关系对话1-泰旖丝,泰旖丝,Thais,PVPOpeningVoice_99901_AwakerVoiceContent,这样的存在也算是繁衍的一种，真是可爱呢……,これも一種の繁殖と言えるわね。本当に可愛らしいわ……
,奥瑞塔,Aurita,PVPOpeningVoice_99875_AwakerVoiceContent,繁衍？什么是繁衍，奥瑞塔喜欢繁衍很多很多的伙伴！,繁殖？繁殖って、なあに？オレッタは仲間をいっぱい、いーっぱい増やすの、大好き！
角色关系对话3-法洛斯,奥瑞塔,Aurita,PVPOpeningVoice_100000_AwakerVoiceContent,你说的故国，也叫亚什么特斯吗？那里也有很多伙伴吗？,あなたの言う祖国の、アトなんとかっていうところにも、仲間がたくさんいるのかな？
,法洛斯,Faros,PVPOpeningVoice_99818_AwakerVoiceContent,呵呵，是的，故国之中必定遍布你的伙伴，请满怀期待地前来吧……,ふふ、ええ、その通り。祖国にはきっとあなたの仲間がたくさんいますよ。ぜひ一緒に……
角色关系对话4-阿格里帕,奥瑞塔,Aurita,PVPOpeningVoice_99930_AwakerVoiceContent,哇，你的伙伴好像比奥瑞塔还要多！好厉害！,わあ、あなたの仲間はオレッタよりも多いみたい！すごーい！
,阿格里帕,Agrippa,PVPOpeningVoice_100022_AwakerVoiceContent,哼，子嗣可不是什么伙伴，那都是匍匐于伟大迷宫之主脚下的奴隶！,ふん、子孫は仲間じゃないわ。そいつらは皆、偉大なる迷宮の主の足元にひれ伏す奴隷よ！
思考,奥瑞塔,Aurita,PVPOpeningVoice_100159_AwakerVoiceContent,哎……嗯……伙伴们一起来想想吧！,うーん……そうだ、みんなで一緒に考えよう！
催促,奥瑞塔,Aurita,PVPOpeningVoice_100124_AwakerVoiceContent,快点快点，快来和奥瑞塔一起玩！,早く早く！オレッタと一緒に遊ぼうよ！
必杀,奥瑞塔,Aurita,PVPOpeningVoice_99872_AwakerVoiceContent,伙伴们一起上！,みんな、やっちゃえ！
错误,奥瑞塔,Aurita,PVPOpeningVoice_99779_AwakerVoiceContent,哎呀，有伙伴脱水了！,わあっ！仲間がカラカラになってるよ！
死亡,奥瑞塔,Aurita,PVPOpeningVoice_99966_AwakerVoiceContent,有点……玩累了……,ちょっと……疲れちゃった……
普通开场,图鲁,Tulu,PVPOpeningVoice_99942_AwakerVoiceContent,无聊的战斗，也用得上余出场吗。,こんなつまらぬ戦いに、余の出番は本当に必要なのか？
角色关系对话1-弥利亚姆,弥利亚姆,Miryam,PVPOpeningVoice_99793_AwakerVoiceContent,怎敢与您兵刃相向？对吾主不敬的，都该……,どうしてあなたと刃を交えられましょうか？我が主に不敬を働く者は、皆……
,图鲁,Tulu,PVPOpeningVoice_100168_AwakerVoiceContent,余已经说了很多次了，无谓的祷告只是叨扰梦境的聒噪罢了……,何度も申したであろう。無意味な祈りは、ただ夢の静寂を乱す騒音に過ぎぬ……
角色关系对话2-萨尔瓦多,图鲁,Tulu,PVPOpeningVoice_99895_AwakerVoiceContent,信仰么，能始终坚定相信着神，或许也是一种幸福。,信仰、か。神を常に揺るぎなく信じ続けられることも、また幸福のひとつであろうな。
,萨尔瓦多,Salvador,PVPOpeningVoice_99932_AwakerVoiceContent,那被我们称之为信的，本身就是一种力量，一种从内生发的、能够让人幸福的力量，阁下。,我らが「信仰」と称するものは、それ自体が力であり、内から湧きあがり、人を幸福へと導く力なのです、若き王よ。
角色关系对话3-克莱门汀,克莱门汀,Clementine,PVPOpeningVoice_99890_AwakerVoiceContent,这样疲惫的孩子，好像很需要一场心理治疗呢。,こんなにも疲れているあなたには、少しカウンセリングが必要なようですね。
,图鲁,Tulu,PVPOpeningVoice_99965_AwakerVoiceContent,想要窥探余的梦境吗？你应知晓，对未知过于贪婪的人总会招致狂妄的反噬。,余の夢を覗き見たいと？肝に銘じておくがいい。未知への貪欲が過ぎれば、必ずやその傲慢の報いを受けることになろう。
角色关系对话4-法洛斯,图鲁,Tulu,PVPOpeningVoice_99823_AwakerVoiceContent,没想到，利莫里亚还有留存在外的子民……,まさか、リモリアの民が外の世界に今なお生き残っておるとは……
,法洛斯,Faros,PVPOpeningVoice_99868_AwakerVoiceContent,伟大的吾主！在您身边，我又看到了故国的光辉……,偉大なる我が主よ！あなたの御側にて、再び祖国の輝きを目にいたしました……
思考,图鲁,Tulu,PVPOpeningVoice_99748_AwakerVoiceContent,略感耗神……,少しばかり気力が削がれたな……
催促,图鲁,Tulu,PVPOpeningVoice_99826_AwakerVoiceContent,莫要耽误余的休息。,余の休息を妨げるでない。
必杀,图鲁,Tulu,PVPOpeningVoice_99978_AwakerVoiceContent,群星庇佑！,星々の加護を！
错误,图鲁,Tulu,PVPOpeningVoice_99846_AwakerVoiceContent,啧，晃神了……,ちっ、気が散ったか……
死亡,图鲁,Tulu,PVPOpeningVoice_99975_AwakerVoiceContent,扰余清梦……,余の眠りを妨げるとは……
普通开场,墨菲,Murphy,PVPOpeningVoice_99993_AwakerVoiceContent,本小姐登场，还不快快奉上小蛋糕！,わたくしが来たんだから、ケーキのひとつくらい用意なさい！
角色关系对话2-杜勒赛因,杜勒赛因,Doresain,PVPOpeningVoice_100065_AwakerVoiceContent,这位小姐，我不禁要夸赞你身上那奇异而芬芳的，来自海洋的香味……,あなたから漂う、深海の独特で芳醇なアロマ……実に魅惑的と言わざるを得ませんね。
,墨菲,Murphy,PVPOpeningVoice_99943_AwakerVoiceContent,真没礼貌！把你那看小蛋糕一样的眼神从本小姐身上挪开！,失礼ね！そのケーキでも見るような目でわたくしを見ないで！
角色关系对话3-戈利亚,戈利亚,Goliath,PVPOpeningVoice_100101_AwakerVoiceContent,只吃那些黏糊糊的甜食太没营养了，怎么长出健壮的肌肉来？要多吃肉！,あんなベタベタした甘いもんばかり食ってたら、栄養偏るだろ。そんなんでどうやって筋肉つけるんだ？もっと肉を食え！
,墨菲,Murphy,PVPOpeningVoice_99780_AwakerVoiceContent,烦死了，少管我！,うるさいわね、放っといてよ！
角色关系对话4-弥利亚姆,弥利亚姆,Miryam,PVPOpeningVoice_99760_AwakerVoiceContent,我所做的一切不求你的原谅，如今只希望能稍作补偿……,これまでのわたくしの行いを、許してもらおうとは思っていません。今はただ、せめて少しでも償いができればと……
,墨菲,Murphy,PVPOpeningVoice_99919_AwakerVoiceContent,等一切结束之后，才来展现所谓“母亲”的关爱吗？不好意思，我已经不需要了！,全てが終わってから、今さら「母親」らしい愛情を見せるつもり？悪いけど、もう必要ないわ！
思考,墨菲,Murphy,PVPOpeningVoice_100131_AwakerVoiceContent,真是麻烦……本小姐才没有认输啊！,むっ……まだ負けを認めたわけじゃないわ！
催促,墨菲,Murphy,PVPOpeningVoice_99971_AwakerVoiceContent,怎么样，战胜不了本小姐吗？这不是理所当然的嘛。,わたくしに勝てない？当然でしょ！
必杀,墨菲,Murphy,PVPOpeningVoice_100083_AwakerVoiceContent,哈！尝尝本小姐的厉害！,わたくしのすごさを思い知りなさい！
错误,墨菲,Murphy,PVPOpeningVoice_100006_AwakerVoiceContent,咦？蛋糕都打翻了啊！,ちょっと！ケーキがひっくり返っちゃったじゃない！
死亡,墨菲,Murphy,PVPOpeningVoice_99956_AwakerVoiceContent,本小姐记住了，你给我等着……,覚えておくわ。後で見てなさい……
普通开场,戈利亚,Goliath,PVPOpeningVoice_99879_AwakerVoiceContent,准备面对巨人的力量吧！,巨人の力に歯向かう覚悟はできたか？
角色关系对话3-弥利亚姆,戈利亚,Goliath,PVPOpeningVoice_100164_AwakerVoiceContent,只要主祭大人开口，我立刻为您少用八成力气。,祭司様がお望みとあれば、少しは手加減するぜ。
,弥利亚姆,Miryam,PVPOpeningVoice_100137_AwakerVoiceContent,少油嘴滑舌，做好你的事，非利士人。,その口を閉じて、すべきことをしなさい、ペリシテ人。
角色关系对话4-凯刻斯,凯刻斯,Caecus,PVPOpeningVoice_99990_AwakerVoiceContent,只要勤加锻炼，就能像戈利亚大人一样越来越强吗？,頑張って鍛えれば、ゴリアテ様のように強くなれるのでしょうか？
,戈利亚,Goliath,PVPOpeningVoice_100072_AwakerVoiceContent,当然不能，小子，很遗憾，力量这东西有时候就是天生决定的。,もちろん無理だな、坊主。残念だが、力ってのは生まれつき決まってるもんだ。
思考,戈利亚,Goliath,PVPOpeningVoice_100200_AwakerVoiceContent,全部打倒就好了吧？,全部倒せばいいんだろ？
催促,戈利亚,Goliath,PVPOpeningVoice_100163_AwakerVoiceContent,不要挑战我的耐性。,あまり俺を怒らせるなよ。
必杀,戈利亚,Goliath,PVPOpeningVoice_99827_AwakerVoiceContent,这就是能够征服世界的力量！,これが、世界を制する力だ！
错误,戈利亚,Goliath,PVPOpeningVoice_99759_AwakerVoiceContent,啧，打歪了吗……,ちっ、外したか……
死亡,戈利亚,Goliath,PVPOpeningVoice_99758_AwakerVoiceContent,失败，只会是暂时的……,失敗なんて、一時的なもんだ……
普通开场,弥利亚姆,Miryam,PVPOpeningVoice_99849_AwakerVoiceContent,我所做的一切只为宣扬祂的荣光。,わたくしの行いはすべて、主の栄光を讃えるためにあるのです。
角色关系对话4-法洛斯,弥利亚姆,Miryam,PVPOpeningVoice_99800_AwakerVoiceContent,只要心怀对吾主的虔诚，王就会引领我们前往安宁的未来。,我が主への敬虔な心さえあれば、王は我らを安寧なる未来へと導いてくださるでしょう。
,法洛斯,Faros,PVPOpeningVoice_100087_AwakerVoiceContent,谨遵您的教诲，主祭大人。,謹んでその教えに従います、祭司様。
思考,弥利亚姆,Miryam,PVPOpeningVoice_99839_AwakerVoiceContent,要将吾主的威仪散播四方……,我が主の威光を、遍く知らしめなければ……
催促,弥利亚姆,Miryam,PVPOpeningVoice_99864_AwakerVoiceContent,不可怠慢。,怠惰は許されません。
必杀,弥利亚姆,Miryam,PVPOpeningVoice_99837_AwakerVoiceContent,我将替吾主代行惩戒！,我が主に代わり、わたくしが懲罰を下します！
错误,弥利亚姆,Miryam,PVPOpeningVoice_100128_AwakerVoiceContent,为什么，我的祈祷没有错，没有错！,なぜです……わたくしの祈りは間違っていない、間違ってなどいません！
死亡,弥利亚姆,Miryam,PVPOpeningVoice_99972_AwakerVoiceContent,此微薄之身，还是太渺小了吗……,この非力な身では、やはり無力なのでしょうか……
普通开场,法洛斯,Faros,PVPOpeningVoice_99946_AwakerVoiceContent,我的光芒会照亮通往故国的道路。,わたくしの光が、祖国へと続く道を照らすでしょう。
角色关系对话4-珊,珊,Sanga,PVPOpeningVoice_100181_AwakerVoiceContent,您的面容如此瑰丽而奇异，能否让我将这样的美凝固于永恒的塑像之中呢？,あなたの顔立ちは本当に美しく、不思議な魅力があるわ。この美を永遠の彫像に刻ませてもらえないかしら？
,法洛斯,Faros,PVPOpeningVoice_99751_AwakerVoiceContent,哦当然，或许您愿意与我一起出海采风吗？艺术家小姐。,ええ、もちろんです。よろしければ、わたくしと一緒に海へ閃きをもとめる旅に出てみませんか、芸術家さん？
