SRC ROW,Key,ShortKey,Source,Row,Module,Field,Character,CN,TH,,,,,
12355,FeatureUnlock_17007_FeatureName,aCoH,g功能解锁_FeatureUnlock_A.csv,56,FeatureUnlock,FeatureName,,维度残像,เงาตกค้างห้วงมิติ,,,,,
12356,FeatureUnlock_17007_LockTip,aCoI,g功能解锁_FeatureUnlock_A.csv,56,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ",,,,,
46289,StageGroup_15872_Name,aQXO,g关卡组_StageGroup_A.csv,47,StageGroup,Name,,维度残像,เงาตกค้างห้วงมิติ,,,,,
46290,StageGroup_15872_Desc,aQXN,g关卡组_StageGroup_A.csv,47,StageGroup,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
46291,StageGroup_15872_TypeText,aQXQ,g关卡组_StageGroup_A.csv,47,StageGroup,TypeText,,维度残像,มิติเงาตกค้าง,,,,,
46292,StageGroup_15872_StageGroupRewardDescription,aQXP,g关卡组_StageGroup_A.csv,47,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>,,,,,
36380,Stage_7860_Name,aVdv,g关卡_Stage_A.csv,495,Stage,Name,,维度残像Ⅰ,เงาตกค้างห้วงมิติ I,,,,,
36381,Stage_7860_Desc,aVdu,g关卡_Stage_A.csv,495,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36382,Stage_7635_Name,aUzB,g关卡_Stage_A.csv,496,Stage,Name,,维度残像Ⅱ,เงาตกค้างห้วงมิติ II,,,,,
36383,Stage_7635_Desc,aUzA,g关卡_Stage_A.csv,496,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36384,Stage_8097_Name,aVrq,g关卡_Stage_A.csv,497,Stage,Name,,维度残像Ⅲ,เงาตกค้างห้วงมิติ III,,,,,
36385,Stage_8097_Desc,aVrp,g关卡_Stage_A.csv,497,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36386,Stage_8108_Name,aVrX,g关卡_Stage_A.csv,498,Stage,Name,,维度残像Ⅳ,เงาตกค้างห้วงมิติ IV,,,,,
36387,Stage_8108_Desc,aVrW,g关卡_Stage_A.csv,498,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36388,Stage_8073_Name,aVpW,g关卡_Stage_A.csv,499,Stage,Name,,维度残像Ⅴ,เงาตกค้างห้วงมิติ V,,,,,
36389,Stage_8073_Desc,aVpV,g关卡_Stage_A.csv,499,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
,,,,,,,,,,,,,,
12360,FeatureUnlock_17035_UnlockDesc,aCqp,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,UnlockDesc,,<FeatureUnlockTitle:融蚀之墟·特别试炼现已开启>\n\n<FeatureUnlockDesc:\n厌倦了庸常的试炼，这次你将潜往超越万古的意识深处……\n可利用界域特点，轻松获取唤醒体技能升级所需材料。>,<FeatureUnlockTitle:ซากปรักหักพังกร่อนสลาย·บททดสอบพิเศษเปิดแล้ว>\n\n<FeatureUnlockDesc:\nเบื่อหน่ายกับการทดสอบอันธรรมดาสามัญแล้วสินะ คราวนี้จะได้ดำดิ่งสู่ห้วงจิตสำนึกที่เหนือกาล…\nอาศัยความสามารถของ ‘ดินแดน’ เพื่อเก็บวัสดุอัปเกรดสกิลของร่างปลุกตื่นได้อย่างง่ายดาย>,,,,,
,,,,,,,,,,,,,,
12359,FeatureUnlock_17035_FeatureName,aCqn,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,FeatureName,,混沌集群,กลุ่มก้อนแห่งความโกลาหล,,,,,
12361,FeatureUnlock_17035_LockTip,aCqo,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,LockTip,,调查等级 25 级 解锁,ปลดล็อคเมื่อเลเวลการสืบสวนถึง 25,,,,,
46293,StageGroup_15904_Name,aRam,g关卡组_StageGroup_A.csv,48,StageGroup,Name,,混沌集群,กลุ่มก้อนแห่งความโกลาหล,,,,,
46294,StageGroup_15904_Desc,aRal,g关卡组_StageGroup_A.csv,48,StageGroup,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองของสิ่งที่หยาบคายและยังไม่ได้ย่อย คนเรียกสิ่งนั้นว่าสิ่งปฏิกูล หรือความวุ่นวาย \nโลกเกิดจากสิ่งปฏิกูล,,,,,
46295,StageGroup_15904_TypeText,aRao,g关卡组_StageGroup_A.csv,48,StageGroup,TypeText,,混沌集群,กลุ่มก้อนแห่งความโกลาหล,,,,,
46296,StageGroup_15904_StageGroupRewardDescription,aRan,g关卡组_StageGroup_A.csv,48,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>,,,,,
36390,Stage_7888_Name,aVfn,g关卡_Stage_A.csv,500,Stage,Name,,混沌集群Ⅰ,กลุ่มก้อนแห่งความโกลาหล I,,,,,
36391,Stage_7888_Desc,aVfm,g关卡_Stage_A.csv,500,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น,,,,,
36392,Stage_8138_Name,aVtG,g关卡_Stage_A.csv,501,Stage,Name,,混沌集群Ⅱ,กลุ่มก้อนแห่งความโกลาหล II,,,,,
36393,Stage_8138_Desc,aVtF,g关卡_Stage_A.csv,501,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น,,,,,
36394,Stage_7979_Name,aVkG,g关卡_Stage_A.csv,502,Stage,Name,,混沌集群Ⅲ,กลุ่มก้อนแห่งความโกลาหล III,,,,,
36395,Stage_7979_Desc,aVkF,g关卡_Stage_A.csv,502,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น,,,,,
36396,Stage_7795_Name,aUYc,g关卡_Stage_A.csv,503,Stage,Name,,混沌集群Ⅳ,กลุ่มก้อนแห่งความโกลาหล IV,,,,,
36397,Stage_7795_Desc,aUYb,g关卡_Stage_A.csv,503,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น,,,,,
36398,Stage_7651_Name,aUBq,g关卡_Stage_A.csv,504,Stage,Name,,混沌集群Ⅴ,กลุ่มก้อนแห่งความโกลาหล V,,,,,
36399,Stage_7651_Desc,aUBp,g关卡_Stage_A.csv,504,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น,,,,,
,,,,,,,,,,,,,,
12362,FeatureUnlock_16998_FeatureName,aCog,g功能解锁_FeatureUnlock_A.csv,59,FeatureUnlock,FeatureName,,波纳佩之墟,ซากปรักหักพังของโปนเป,,,,,
12363,FeatureUnlock_16998_LockTip,aCoh,g功能解锁_FeatureUnlock_A.csv,59,FeatureUnlock,LockTip,,调查等级 25 级 解锁,ปลดล็อคเมื่อเลเวลการสืบสวนถึง 25,,,,,
46297,StageGroup_15891_Name,aQZm,g关卡组_StageGroup_A.csv,49,StageGroup,Name,,波纳佩之墟,ซากปรักหักพังของโปนเป,,,,,
46298,StageGroup_15891_Desc,aQZl,g关卡组_StageGroup_A.csv,49,StageGroup,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน,,,,,
46299,StageGroup_15891_TypeText,aQZo,g关卡组_StageGroup_A.csv,49,StageGroup,TypeText,,波纳佩之墟,ซากปรักหักพังของโปนเป,,,,,
46300,StageGroup_15891_StageGroupRewardDescription,aQZn,g关卡组_StageGroup_A.csv,49,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>,,,,,
36400,Stage_8009_Name,aVms,g关卡_Stage_A.csv,505,Stage,Name,,波纳佩之墟Ⅰ,ซากปรักหักพังของโปนเป I,,,,,
36401,Stage_8009_Desc,aVmr,g关卡_Stage_A.csv,505,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน,,,,,
36402,Stage_7932_Name,aVhP,g关卡_Stage_A.csv,506,Stage,Name,,波纳佩之墟Ⅱ,ซากปรักหักพังของโปนเป II,,,,,
36403,Stage_7932_Desc,aVhO,g关卡_Stage_A.csv,506,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน,,,,,
36404,Stage_8141_Name,aVtP,g关卡_Stage_A.csv,507,Stage,Name,,波纳佩之墟Ⅲ,ซากปรักหักพังของโปนเป III,,,,,
36405,Stage_8141_Desc,aVtO,g关卡_Stage_A.csv,507,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน,,,,,
36406,Stage_7918_Name,aVgZ,g关卡_Stage_A.csv,508,Stage,Name,,波纳佩之墟Ⅳ,ซากปรักหักพังของโปนเป IV,,,,,
36407,Stage_7918_Desc,aVgY,g关卡_Stage_A.csv,508,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน,,,,,
36408,Stage_7948_Name,aViL,g关卡_Stage_A.csv,509,Stage,Name,,波纳佩之墟Ⅴ,ซากปรักหักพังของโปนเป V,,,,,
36409,Stage_7948_Desc,aViK,g关卡_Stage_A.csv,509,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน,,,,,
,,,,,,,,,,,,,,
12364,FeatureUnlock_16988_FeatureName,aCnC,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,FeatureName,,蠕虫之所,รังหนอน,,,,,
12365,FeatureUnlock_16988_LockTip,aCnD,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,LockTip,,调查等级 25 级 解锁,ปลดล็อคเมื่อเลเวลการสืบสวนถึง 25,,,,,
46301,StageGroup_15893_Name,aQZu,g关卡组_StageGroup_A.csv,50,StageGroup,Name,,蠕虫之所,รังหนอน,,,,,
46302,StageGroup_15893_Desc,aQZt,g关卡组_StageGroup_A.csv,50,StageGroup,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต,,,,,
46303,StageGroup_15893_TypeText,aQZw,g关卡组_StageGroup_A.csv,50,StageGroup,TypeText,,蠕虫之所,รังหนอน,,,,,
46304,StageGroup_15893_StageGroupRewardDescription,aQZv,g关卡组_StageGroup_A.csv,50,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>,,,,,
36410,Stage_8049_Name,aVoI,g关卡_Stage_A.csv,510,Stage,Name,,蠕虫之所Ⅰ,รังหนอน I,,,,,
36411,Stage_8049_Desc,aVoH,g关卡_Stage_A.csv,510,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต,,,,,
36412,Stage_7931_Name,aVhM,g关卡_Stage_A.csv,511,Stage,Name,,蠕虫之所Ⅱ,รังหนอน II,,,,,
36413,Stage_7931_Desc,aVhL,g关卡_Stage_A.csv,511,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต,,,,,
36414,Stage_7724_Name,aUTX,g关卡_Stage_A.csv,512,Stage,Name,,蠕虫之所Ⅲ,รังหนอน III,,,,,
36415,Stage_7724_Desc,aUTW,g关卡_Stage_A.csv,512,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต,,,,,
36416,Stage_8179_Name,aVvZ,g关卡_Stage_A.csv,513,Stage,Name,,蠕虫之所Ⅳ,รังหนอน IV,,,,,
36417,Stage_8179_Desc,aVvY,g关卡_Stage_A.csv,513,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต,,,,,
36418,Stage_7836_Name,aVch,g关卡_Stage_A.csv,514,Stage,Name,,蠕虫之所Ⅴ,รังหนอน V,,,,,
36419,Stage_7836_Desc,aVcg,g关卡_Stage_A.csv,514,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต,,,,,
,,,,,,,,,,,,,,
12366,FeatureUnlock_17004_FeatureName,aCoy,g功能解锁_FeatureUnlock_A.csv,61,FeatureUnlock,FeatureName,,史瓦西喉,คอหอยชวาทซ์ชิลท์,,,,,
12367,FeatureUnlock_17004_LockTip,aCoz,g功能解锁_FeatureUnlock_A.csv,61,FeatureUnlock,LockTip,,调查等级 25 级 解锁,ปลดล็อคเมื่อเลเวลการสืบสวนถึง 25,,,,,
46305,StageGroup_15903_Name,aRai,g关卡组_StageGroup_A.csv,51,StageGroup,Name,,史瓦西喉,คอหอยชวาทซ์ชิลท์,,,,,
46306,StageGroup_15903_Desc,aRah,g关卡组_StageGroup_A.csv,51,StageGroup,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง,,,,,
46307,StageGroup_15903_TypeText,aRak,g关卡组_StageGroup_A.csv,51,StageGroup,TypeText,,史瓦西喉,คอหอยชวาทซ์ชิลท์,,,,,
46308,StageGroup_15903_StageGroupRewardDescription,aRaj,g关卡组_StageGroup_A.csv,51,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>,,,,,
36420,Stage_7946_Name,aViF,g关卡_Stage_A.csv,515,Stage,Name,,史瓦西喉Ⅰ,คอหอยชวาทซ์ชิลท์ I,,,,,
36421,Stage_7946_Desc,aViE,g关卡_Stage_A.csv,515,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง,,,,,
36422,Stage_8011_Name,aVmy,g关卡_Stage_A.csv,516,Stage,Name,,史瓦西喉Ⅱ,คอหอยชวาทซ์ชิลท์ II,,,,,
36423,Stage_8011_Desc,aVmx,g关卡_Stage_A.csv,516,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง,,,,,
36424,Stage_7665_Name,aUCg,g关卡_Stage_A.csv,517,Stage,Name,,史瓦西喉Ⅲ,คอหอยชวาทซ์ชิลท์ III,,,,,
36425,Stage_7665_Desc,aUCf,g关卡_Stage_A.csv,517,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง,,,,,
36426,Stage_8162_Name,aVva,g关卡_Stage_A.csv,518,Stage,Name,,史瓦西喉Ⅳ,คอหอยชวาทซ์ชิลท์ IV,,,,,
36427,Stage_8162_Desc,aVuZ,g关卡_Stage_A.csv,518,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง,,,,,
36428,Stage_8012_Name,aVmB,g关卡_Stage_A.csv,519,Stage,Name,,史瓦西喉Ⅴ,คอหอยชวาทซ์ชิลท์ V,,,,,
36429,Stage_8012_Desc,aVmA,g关卡_Stage_A.csv,519,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
